id,lease_company,lease_period,module_output,module_manufacturer,module_model,module_count,pcs_manufacturer,pcs_model,pcs_count,pcs_model2,pcs_count2,module_pcs_cable_count,bifurcated_count,bracket_count,installation,sll,total_module_output,application_power_output,region,roof_material,installation_points,monthly_lease_fee_10,monthly_lease_fee_15,total_lease_amount,customer_group,application_code
417,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,24,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,9.6,8,通常,立平葺,6点,,14366,2585880,直販,C8MA24X6
418,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,24,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,9.6,8,通常,立平葺,8点,,14619,2631420,直販,C8MA24X8
419,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,25,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10,8,通常,立平葺,6点,,14784,2661120,直販,C8MA25X6
420,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,25,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10,8,通常,立平葺,8点,,15048,2708640,直販,C8MA25X8
421,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,26,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.4,8,通常,立平葺,6点,,15378,2768040,直販,C8MA26X6
422,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,26,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.4,8,通常,立平葺,8点,,15653,2817540,直販,C8MA26X8
423,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,27,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.8,8,通常,立平葺,6点,,15972,2874960,直販,C8MA27X6
424,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,27,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.8,8,通常,立平葺,8点,,16258,2926440,直販,C8MA27X8
425,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,28,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.2,8,通常,立平葺,6点,,16566,2981880,直販,C8MA28X6
426,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,28,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.2,8,通常,立平葺,8点,,16863,3035340,直販,C8MA28X8
427,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,29,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.6,8,通常,立平葺,6点,,17160,3088800,直販,C8MA29X6
428,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,29,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.6,8,通常,立平葺,8点,,17457,3142260,直販,C8MA29X8
429,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,30,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,12,8,通常,立平葺,6点,,17215,3098700,直販,C8MA30X6
430,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,30,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,12,8,通常,立平葺,8点,,17534,3156120,直販,C8MA30X8
431,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,31,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.4,9.9,通常,立平葺,6点,,17787,3201660,直販,C8MA31X6
432,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,31,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.4,9.9,通常,立平葺,8点,,18117,3261060,直販,C8MA31X8
433,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,32,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.8,9.9,通常,立平葺,6点,,18370,3306600,直販,C8MA32X6
434,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,32,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.8,9.9,通常,立平葺,8点,,18700,3366000,直販,C8MA32X8
435,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,33,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,13.2,9.9,通常,立平葺,6点,,18942,3409560,直販,C8MA33X6
436,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,33,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,13.2,9.9,通常,立平葺,8点,,19283,3470940,直販,C8MA33X8
437,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,34,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,13.6,9.9,通常,立平葺,6点,,19514,3512520,直販,C8MA34X6
438,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,34,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,13.6,9.9,通常,立平葺,8点,,19877,3577860,直販,C8MA34X8
439,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,35,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14,9.9,通常,立平葺,6点,,20086,3615480,直販,C8MA35X6
440,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,35,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14,9.9,通常,立平葺,8点,,20460,3682800,直販,C8MA35X8
441,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,36,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.4,9.9,通常,立平葺,6点,,20658,3718440,直販,C8MA36X6
442,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,36,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.4,9.9,通常,立平葺,8点,,21043,3787740,直販,C8MA36X8
443,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,37,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.8,9.9,通常,立平葺,6点,,21230,3821400,直販,C8MA37X6
444,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,37,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.8,9.9,通常,立平葺,8点,,21626,3892680,直販,C8MA37X8
445,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,38,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.2,9.9,通常,立平葺,6点,,21813,3926340,直販,C8MA38X6
446,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,38,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.2,9.9,通常,立平葺,8点,,22209,3997620,直販,C8MA38X8
447,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,39,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.6,9.9,通常,立平葺,6点,,22385,4029300,直販,C8MA39X6
448,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,39,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.6,9.9,通常,立平葺,8点,,22792,4102560,直販,C8MA39X8
449,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,40,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,16,9.9,通常,立平葺,6点,,22957,4132260,直販,C8MA40X6
450,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,40,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,16,9.9,通常,立平葺,8点,,23375,4207500,直販,C8MA40X8
451,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,8,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,3.2,3.2,多雪,立平葺,6点,,5951,1071180,直販,C8MD08X6
452,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,8,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,3.2,3.2,多雪,立平葺,8点,,6028,1085040,直販,C8MD08X8
453,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,9,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,3.6,3.6,多雪,立平葺,6点,,6688,1203840,直販,C8MD09X6
454,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,9,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,3.6,3.6,多雪,立平葺,8点,,6787,1221660,直販,C8MD09X8
455,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4,4,多雪,立平葺,6点,,6655,1197900,直販,C8MD10X6
456,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4,4,多雪,立平葺,8点,,6765,1217700,直販,C8MD10X8
457,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,11,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,4.4,4,多雪,立平葺,6点,,7326,1318680,直販,C8MD11X6
458,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,11,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,4.4,4,多雪,立平葺,8点,,7436,1338480,直販,C8MD11X8
459,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,12,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,4.8,4,多雪,立平葺,6点,,7986,1437480,直販,C8MD12X6
460,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,12,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,4.8,4,多雪,立平葺,8点,,8118,1461240,直販,C8MD12X8
461,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,13,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,5.2,4,多雪,立平葺,6点,,8657,1558260,直販,C8MD13X6
462,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,13,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,5.2,4,多雪,立平葺,8点,,8789,1582020,直販,C8MD13X8
463,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,14,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,5.6,4,多雪,立平葺,6点,,9317,1677060,直販,C8MD14X6
464,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,14,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,5.6,4,多雪,立平葺,8点,,9471,1704780,直販,C8MD14X8
465,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,15,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,6,4,多雪,立平葺,6点,,9240,1663200,直販,C8MD15X6
466,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,15,デルタ電子,H4J_220,1,H6J_240,,3,1,1,,,6,4,多雪,立平葺,8点,,9405,1692900,直販,C8MD15X8
467,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,16,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,6.4,5.9,多雪,立平葺,6点,,9856,1774080,直販,C8MD16X6
468,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,16,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,6.4,5.9,多雪,立平葺,8点,,10032,1805760,直販,C8MD16X8
469,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,17,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,6.8,5.9,多雪,立平葺,6点,,10472,1884960,直販,C8MD17X6
470,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,17,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,6.8,5.9,多雪,立平葺,8点,,10659,1918620,直販,C8MD17X8
471,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,18,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,7.2,5.9,多雪,立平葺,6点,,11088,1995840,直販,C8MD18X6
472,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,18,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,7.2,5.9,多雪,立平葺,8点,,11286,2031480,直販,C8MD18X8
473,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,19,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,7.6,5.9,多雪,立平葺,6点,,11704,2106720,直販,C8MD19X6
474,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,19,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,7.6,5.9,多雪,立平葺,8点,,11913,2144340,直販,C8MD19X8
475,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,20,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,8,5.9,多雪,立平葺,6点,,11968,2154240,直販,C8MD20X6
476,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,20,デルタ電子,H4J_220,,H6J_240,1,4,,1,,,8,5.9,多雪,立平葺,8点,,12188,2193840,直販,C8MD20X8
477,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,21,デルタ電子,H4J_220,,H6J_240,1,5,1,1,,,8.4,5.9,多雪,立平葺,6点,,12573,2263140,直販,C8MD21X6
478,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,21,デルタ電子,H4J_220,,H6J_240,1,5,1,1,,,8.4,5.9,多雪,立平葺,8点,,12793,2302740,直販,C8MD21X8
479,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,22,デルタ電子,H4J_220,,H6J_240,1,5,1,1,,,8.8,5.9,多雪,立平葺,6点,,13167,2370060,直販,C8MD22X6
480,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,22,デルタ電子,H4J_220,,H6J_240,1,5,1,1,,,8.8,5.9,多雪,立平葺,8点,,13398,2411640,直販,C8MD22X8
481,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,23,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,9.2,8,多雪,立平葺,6点,,13772,2478960,直販,C8MD23X6
482,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,23,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,9.2,8,多雪,立平葺,8点,,14014,2522520,直販,C8MD23X8
483,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,24,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,9.6,8,多雪,立平葺,6点,,14366,2585880,直販,C8MD24X6
484,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,24,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,9.6,8,多雪,立平葺,8点,,14619,2631420,直販,C8MD24X8
485,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,25,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10,8,多雪,立平葺,6点,,14784,2661120,直販,C8MD25X6
486,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,25,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10,8,多雪,立平葺,8点,,15048,2708640,直販,C8MD25X8
487,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,26,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.4,8,多雪,立平葺,6点,,15378,2768040,直販,C8MD26X6
488,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,26,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.4,8,多雪,立平葺,8点,,15653,2817540,直販,C8MD26X8
489,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,27,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.8,8,多雪,立平葺,6点,,15972,2874960,直販,C8MD27X6
490,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,27,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,10.8,8,多雪,立平葺,8点,,16258,2926440,直販,C8MD27X8
491,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,28,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.2,8,多雪,立平葺,6点,,16566,2981880,直販,C8MD28X6
492,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,28,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.2,8,多雪,立平葺,8点,,16863,3035340,直販,C8MD28X8
493,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,29,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.6,8,多雪,立平葺,6点,,17160,3088800,直販,C8MD29X6
494,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,29,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,11.6,8,多雪,立平葺,8点,,17457,3142260,直販,C8MD29X8
495,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,30,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,12,8,多雪,立平葺,6点,,17215,3098700,直販,C8MD30X6
496,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,30,デルタ電子,H4J_220,2,H6J_240,,6,2,1,,,12,8,多雪,立平葺,8点,,17534,3156120,直販,C8MD30X8
497,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,31,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.4,9.9,多雪,立平葺,6点,,17787,3201660,直販,C8MD31X6
498,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,31,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.4,9.9,多雪,立平葺,8点,,18117,3261060,直販,C8MD31X8
499,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,32,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.8,9.9,多雪,立平葺,6点,,18370,3306600,直販,C8MD32X6
500,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,32,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,12.8,9.9,多雪,立平葺,8点,,18700,3366000,直販,C8MD32X8
501,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,33,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,13.2,9.9,多雪,立平葺,6点,,18942,3409560,直販,C8MD33X6
502,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,33,デルタ電子,H4J_220,1,H6J_240,1,7,1,1,,,13.2,9.9,多雪,立平葺,8点,,19283,3470940,直販,C8MD33X8
503,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,34,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,13.6,9.9,多雪,立平葺,6点,,19514,3512520,直販,C8MD34X6
504,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,34,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,13.6,9.9,多雪,立平葺,8点,,19877,3577860,直販,C8MD34X8
505,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,35,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14,9.9,多雪,立平葺,6点,,20086,3615480,直販,C8MD35X6
506,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,35,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14,9.9,多雪,立平葺,8点,,20460,3682800,直販,C8MD35X8
507,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,36,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.4,9.9,多雪,立平葺,6点,,20658,3718440,直販,C8MD36X6
508,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,36,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.4,9.9,多雪,立平葺,8点,,21043,3787740,直販,C8MD36X8
509,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,37,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.8,9.9,多雪,立平葺,6点,,21230,3821400,直販,C8MD37X6
510,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,37,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,14.8,9.9,多雪,立平葺,8点,,21626,3892680,直販,C8MD37X8
511,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,38,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.2,9.9,多雪,立平葺,6点,,21813,3926340,直販,C8MD38X6
512,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,38,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.2,9.9,多雪,立平葺,8点,,22209,3997620,直販,C8MD38X8
513,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,39,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.6,9.9,多雪,立平葺,6点,,22385,4029300,直販,C8MD39X6
514,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,39,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,15.6,9.9,多雪,立平葺,8点,,22792,4102560,直販,C8MD39X8
515,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,40,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,16,9.9,多雪,立平葺,6点,,22957,4132260,直販,C8MD40X6
516,TEPCOフィンテック,15年,400,maxeon,SPR-MAX3-400,40,デルタ電子,H4J_220,1,H6J_240,1,8,2,1,,,16,9.9,多雪,立平葺,8点,,23375,4207500,直販,C8MD40X8
517,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,2.58,2.5,通常,スレート,6点,,4004,720720,直販,CBPC06X6
518,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,2.58,2.5,通常,スレート,8点,,4070,732600,直販,CBPC06X8
519,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.01,3,通常,スレート,6点,,4664,839520,直販,CBPC07X6
520,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.01,3,通常,スレート,8点,,4752,855360,直販,CBPC07X8
521,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.44,3.4,通常,スレート,6点,,5335,960300,直販,CBPC08X6
522,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.44,3.4,通常,スレート,8点,,5423,976140,直販,CBPC08X8
523,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.87,3.8,通常,スレート,6点,,4983,896940,直販,CBPC09X6
524,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.87,3.8,通常,スレート,8点,,5082,914760,直販,CBPC09X8
525,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.3,4,通常,スレート,6点,,5533,995940,直販,CBPC10X6
526,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.3,4,通常,スレート,8点,,5643,1015740,直販,CBPC10X8
527,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.73,4,通常,スレート,6点,,6083,1094940,直販,CBPC11X6
528,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.73,4,通常,スレート,8点,,6204,1116720,直販,CBPC11X8
529,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.16,4,通常,スレート,6点,,6633,1193940,直販,CBPC12X6
530,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.16,4,通常,スレート,8点,,6776,1219680,直販,CBPC12X8
531,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.59,4,通常,スレート,6点,,7183,1292940,直販,CBPC13X6
532,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.59,4,通常,スレート,8点,,7337,1320660,直販,CBPC13X8
533,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.02,4,通常,スレート,6点,,6787,1221660,直販,CBPC14X6
534,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.02,4,通常,スレート,8点,,6941,1249380,直販,CBPC14X8
535,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.45,4,通常,スレート,6点,,7271,1308780,直販,CBPC15X6
536,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.45,4,通常,スレート,8点,,7436,1338480,直販,CBPC15X8
537,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,6.88,5.9,通常,スレート,6点,,7755,1395900,直販,CBPC16X6
538,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,6.88,5.9,通常,スレート,8点,,7942,1429560,直販,CBPC16X8
539,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.31,5.9,通常,スレート,6点,,8239,1483020,直販,CBPC17X6
540,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.31,5.9,通常,スレート,8点,,8437,1518660,直販,CBPC17X8
541,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.74,5.9,通常,スレート,6点,,8723,1570140,直販,CBPC18X6
542,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.74,5.9,通常,スレート,8点,,8932,1607760,直販,CBPC18X8
543,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.17,5.9,通常,スレート,6点,,8635,1554300,直販,CBPC19X6
544,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.17,5.9,通常,スレート,8点,,8844,1591920,直販,CBPC19X8
545,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.6,5.9,通常,スレート,6点,,9086,1635480,直販,CBPC20X6
546,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.6,5.9,通常,スレート,8点,,9317,1677060,直販,CBPC20X8
547,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.03,5.9,通常,スレート,6点,,9537,1716660,直販,CBPC21X6
548,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.03,5.9,通常,スレート,8点,,9779,1760220,直販,CBPC21X8
